color,fuelTypeId,id,km,make,makeId,province,provinceId,title,transmissionType,transmissionTypeId,year,brand,brand_id,model,model_id,price,seller_type,bodyType,cubicCapacity,doors,hp,acceleration,consumptionAverage,consumptionExtraUrban,consumptionUrban,emissions,fuelTankCapacity,height,length,luggageCapacity,manufacturerPrice,seats,topSpeed,weight,width
COMMON.COLOR_BROWN,1,51177377,136000,VOLVO,48,Cuenca,16,VOLVO XC60 2.0 D4 Momentum 5p.,COMMON.TRANSMISSION_MANUAL,2,2016,VOLVO,48,XC60,900.0,23900,profesional,BODY_TYPE_4X4,1969.0,5.0,190.0,8.1,4.5,4.2,4.9,117.0,70.0,1713.0,4644.0,495.0,42928,5.0,210.0,1854.0,1891.0
COMMON.COLOR_WHITE,1,51366177,42000,VOLVO,48,A Coruña,15,VOLVO V90 Cross Country 2.0 D4 AWD VOR Auto 5p.,COMMON.TRANSMISSION_AUTOMATIC,1,2019,VOLVO,48,V90 Cross Country,1204.0,52500,profesional,BODY_TYPE_FAMILIAR,1969.0,5.0,190.0,8.8,5.6,5.1,6.4,147.0,60.0,1543.0,4939.0,560.0,72488,5.0,210.0,1954.0,1903.0
COMMON.COLOR_BLACK,1,51263218,199000,VOLVO,48,Salamanca,37,VOLVO XC60 2.0 D3 Summum 5p.,COMMON.TRANSMISSION_MANUAL,2,2015,VOLVO,48,XC60,900.0,16500,profesional,BODY_TYPE_4X4,1984.0,5.0,136.0,11.2,5.3,4.6,6.4,139.0,70.0,1713.0,4644.0,495.0,41131,5.0,190.0,1816.0,1891.0
COMMON.COLOR_WHITE,1,51365965,228000,VOLVO,48,Vizcaya,48,VOLVO V50 1.6 DRIVe Kinetic 5p.,COMMON.TRANSMISSION_MANUAL,2,2012,VOLVO,48,V50,286.0,6990,profesional,BODY_TYPE_FAMILIAR,1560.0,5.0,115.0,11.5,3.8,3.5,4.3,99.0,52.0,1499.0,4522.0,417.0,27490,5.0,195.0,1394.0,1770.0
COMMON.COLOR_GRAY,1,51350362,101737,VOLVO,48,Valladolid,47,VOLVO XC60 2.0 D4 Momentum Auto 5p.,COMMON.TRANSMISSION_AUTOMATIC,1,2019,VOLVO,48,XC60,900.0,35900,profesional,BODY_TYPE_4X4,1969.0,5.0,190.0,8.4,4.9,4.5,5.6,129.0,71.0,1658.0,4688.0,505.0,48765,5.0,205.0,1791.0,1902.0
COMMON.COLOR_BLACK,1,47131668,120000,VOLVO,48,Cantabria,39,VOLVO V40 2.0 D2 Momentum 5p.,COMMON.TRANSMISSION_MANUAL,2,2016,VOLVO,48,V40,285.0,13490,profesional,BODY_TYPE_SEDAN,1969.0,5.0,120.0,10.5,3.2,2.9,3.7,82.0,62.0,1439.0,4369.0,335.0,27150,5.0,190.0,1561.0,1802.0
COMMON.COLOR_GRAY,1,51134699,96257,VOLVO,48,Salamanca,37,VOLVO XC60 2.0 D3 Momentum Auto 5p.,COMMON.TRANSMISSION_AUTOMATIC,1,2017,VOLVO,48,XC60,900.0,24990,profesional,BODY_TYPE_4X4,1969.0,5.0,150.0,10.0,4.7,4.3,5.5,124.0,70.0,1713.0,4644.0,495.0,41189,5.0,190.0,1832.0,1891.0
COMMON.COLOR_BROWN,1,50875028,122697,VOLVO,48,Valladolid,47,VOLVO XC60 2.0 D3 Momentum Auto 5p.,COMMON.TRANSMISSION_AUTOMATIC,1,2017,VOLVO,48,XC60,900.0,25900,profesional,BODY_TYPE_4X4,1969.0,5.0,150.0,10.0,4.7,4.3,5.5,124.0,70.0,1713.0,4644.0,495.0,41189,5.0,190.0,1832.0,1891.0
COMMON.COLOR_GRAY,1,50810857,96179,VOLVO,48,Valladolid,47,VOLVO XC60 2.0 D3 Momentum Auto 5p.,COMMON.TRANSMISSION_AUTOMATIC,1,2017,VOLVO,48,XC60,900.0,25900,profesional,BODY_TYPE_4X4,1969.0,5.0,150.0,10.0,4.7,4.3,5.5,124.0,70.0,1713.0,4644.0,495.0,41189,5.0,190.0,1832.0,1891.0
COMMON.COLOR_BROWN,1,50948874,110070,VOLVO,48,Valladolid,47,VOLVO V60 Cross Country 2.0 D3 Momentum Auto 5p.,COMMON.TRANSMISSION_AUTOMATIC,1,2017,VOLVO,48,V60 Cross Country,1156.0,21900,profesional,BODY_TYPE_FAMILIAR,1969.0,5.0,150.0,9.1,4.6,4.2,5.3,120.0,68.0,1545.0,4638.0,430.0,40669,5.0,205.0,1741.0,1865.0
COMMON.COLOR_BROWN,1,51343716,112105,VOLVO,48,Valladolid,47,VOLVO V60 Cross Country 2.0 D3 Momentum 5p.,COMMON.TRANSMISSION_MANUAL,2,2016,VOLVO,48,V60 Cross Country,1156.0,20900,profesional,BODY_TYPE_FAMILIAR,1969.0,5.0,150.0,9.1,4.2,4.0,4.6,111.0,68.0,1545.0,4638.0,430.0,38249,5.0,205.0,1712.0,1865.0
COMMON.COLOR_GRAY,2,50948795,57676,VOLVO,48,Valladolid,47,VOLVO V60 2.0 T6 AWD Momentum Auto 5p.,COMMON.TRANSMISSION_AUTOMATIC,1,2018,VOLVO,48,V60,977.0,36900,profesional,BODY_TYPE_FAMILIAR,1969.0,5.0,310.0,5.8,7.4,5.9,9.8,171.0,60.0,1432.0,4761.0,529.0,52600,5.0,250.0,1824.0,1850.0
COMMON.COLOR_BLUE,1,51224363,50838,VOLVO,48,Valladolid,47,VOLVO V40 Cross Country 2.0 D2 Cross Country 5p.,COMMON.TRANSMISSION_MANUAL,2,2017,VOLVO,48,V40 Cross Country,1050.0,20900,profesional,BODY_TYPE_SEDAN,1969.0,5.0,120.0,10.6,3.8,3.6,4.2,99.0,62.0,1470.0,4370.0,324.0,27150,5.0,190.0,1575.0,1802.0
COMMON.COLOR_GRAY,1,51169098,49782,VOLVO,48,Valladolid,47,VOLVO V40 2.0 D4 RDesign Momentum 5p.,COMMON.TRANSMISSION_MANUAL,2,2015,VOLVO,48,V40,285.0,20900,profesional,BODY_TYPE_SEDAN,1969.0,5.0,190.0,7.4,3.8,3.6,4.2,99.0,60.0,1439.0,4369.0,335.0,32865,5.0,230.0,1578.0,1802.0
COMMON.COLOR_GRAY,1,50874191,120344,VOLVO,48,Valladolid,47,VOLVO V40 2.0 D2 Momentum 5p.,COMMON.TRANSMISSION_MANUAL,2,2015,VOLVO,48,V40,285.0,15900,profesional,BODY_TYPE_SEDAN,1969.0,5.0,120.0,10.5,3.5,3.2,4.1,91.0,62.0,1439.0,4369.0,335.0,27150,5.0,190.0,1561.0,1802.0
COMMON.COLOR_GRAY,1,51365725,37532,VOLVO,48,Cádiz,11,VOLVO V40 2.0 D3 Momentum 5p.,COMMON.TRANSMISSION_MANUAL,2,2017,VOLVO,48,V40,285.0,18500,profesional,BODY_TYPE_SEDAN,1969.0,5.0,150.0,8.4,3.8,3.6,4.3,101.0,62.0,1439.0,4369.0,335.0,29418,5.0,210.0,1561.0,1802.0
COMMON.COLOR_WHITE,1,50822740,62954,VOLVO,48,Valencia,46,VOLVO V60 Cross Country 2.0 D3 Momentum Auto 5p.,COMMON.TRANSMISSION_AUTOMATIC,1,2016,VOLVO,48,V60 Cross Country,1156.0,22900,profesional,BODY_TYPE_FAMILIAR,1969.0,5.0,150.0,9.1,4.6,4.2,5.3,120.0,68.0,1545.0,4638.0,430.0,40669,5.0,205.0,1741.0,1865.0
COMMON.COLOR_GRAY,1,51330579,96213,VOLVO,48,Madrid,28,VOLVO XC90 2.0 D5 AWD Inscription Auto 5p.,COMMON.TRANSMISSION_AUTOMATIC,1,2018,VOLVO,48,XC90,486.0,49990,profesional,BODY_TYPE_4X4,1969.0,5.0,235.0,7.8,6.7,5.6,6.7,158.0,71.0,1776.0,4950.0,314.0,74018,7.0,220.0,2029.0,2008.0
COMMON.COLOR_GRAY,1,51365679,37532,VOLVO,48,Madrid,28,VOLVO V40 2.0 D3 Momentum 5p.,COMMON.TRANSMISSION_MANUAL,2,2017,VOLVO,48,V40,285.0,18500,profesional,BODY_TYPE_SEDAN,1969.0,5.0,150.0,8.4,3.8,3.6,4.3,101.0,62.0,1439.0,4369.0,335.0,29418,5.0,210.0,1561.0,1802.0
COMMON.COLOR_GRAY,1,51365664,37532,VOLVO,48,Almería,4,VOLVO V40 2.0 D3 Momentum 5p.,COMMON.TRANSMISSION_MANUAL,2,2017,VOLVO,48,V40,285.0,18500,profesional,BODY_TYPE_SEDAN,1969.0,5.0,150.0,8.4,3.8,3.6,4.3,101.0,62.0,1439.0,4369.0,335.0,29418,5.0,210.0,1561.0,1802.0
COMMON.COLOR_BLACK,1,51122169,298000,VOLVO,48,Sevilla,41,VOLVO XC70 2.4 D5 AWD Summum Auto 5p.,COMMON.TRANSMISSION_AUTOMATIC,1,2011,VOLVO,48,XC70,301.0,10999,profesional,BODY_TYPE_FAMILIAR,2400.0,5.0,215.0,8.3,6.8,5.7,8.7,179.0,70.0,1604.0,4838.0,555.0,56710,5.0,205.0,1947.0,1870.0
COMMON.COLOR_WHITE,1,51317686,116230,VOLVO,48,Madrid,28,VOLVO XC60 2.0 D4 Momentum Auto 5p.,COMMON.TRANSMISSION_AUTOMATIC,1,2017,VOLVO,48,XC60,900.0,26900,profesional,BODY_TYPE_4X4,1969.0,5.0,190.0,8.1,4.7,4.3,5.5,124.0,70.0,1713.0,4644.0,495.0,45528,5.0,210.0,1865.0,1891.0
COMMON.COLOR_GRAY,1,51365562,37532,VOLVO,48,Murcia,30,VOLVO V40 2.0 D3 Momentum 5p.,COMMON.TRANSMISSION_MANUAL,2,2017,VOLVO,48,V40,285.0,18500,profesional,BODY_TYPE_SEDAN,1969.0,5.0,150.0,8.4,3.8,3.6,4.3,101.0,62.0,1439.0,4369.0,335.0,29418,5.0,210.0,1561.0,1802.0
COMMON.COLOR_RED,1,51256301,69453,VOLVO,48,Barcelona,8,VOLVO V60 2.0 D2 Momentum 5p.,COMMON.TRANSMISSION_AUTOMATIC,1,2017,VOLVO,48,V60,977.0,21599,profesional,BODY_TYPE_FAMILIAR,1969.0,5.0,120.0,11.5,3.8,3.5,4.4,101.0,68.0,1484.0,4635.0,430.0,35362,5.0,195.0,1679.0,1865.0
COMMON.COLOR_GRAY,1,51365549,37532,VOLVO,48,Sevilla,41,VOLVO V40 2.0 D3 Momentum 5p.,COMMON.TRANSMISSION_MANUAL,2,2017,VOLVO,48,V40,285.0,18500,profesional,BODY_TYPE_SEDAN,1969.0,5.0,150.0,8.4,3.8,3.6,4.3,101.0,62.0,1439.0,4369.0,335.0,29418,5.0,210.0,1561.0,1802.0
COMMON.COLOR_GRAY,1,51365534,37532,VOLVO,48,Badajoz,6,VOLVO V40 2.0 D3 Momentum 5p.,COMMON.TRANSMISSION_MANUAL,2,2017,VOLVO,48,V40,285.0,18500,profesional,BODY_TYPE_SEDAN,1969.0,5.0,150.0,8.4,3.8,3.6,4.3,101.0,62.0,1439.0,4369.0,335.0,29418,5.0,210.0,1561.0,1802.0
COMMON.COLOR_WHITE,1,51365498,47325,VOLVO,48,Albacete,2,VOLVO XC60 2.0 D3 Momentum 5p.,COMMON.TRANSMISSION_MANUAL,2,2019,VOLVO,48,XC60,900.0,34500,profesional,BODY_TYPE_4X4,1969.0,5.0,150.0,10.2,5.0,4.4,5.9,131.0,55.0,1658.0,4688.0,505.0,42700,5.0,190.0,1764.0,1902.0
COMMON.COLOR_BLUE,1,51365492,124000,VOLVO,48,Salamanca,37,VOLVO XC60 2.0 D4 Momentum Auto 5p.,COMMON.TRANSMISSION_AUTOMATIC,1,2018,VOLVO,48,XC60,900.0,34900,profesional,BODY_TYPE_4X4,1969.0,5.0,190.0,8.4,4.9,4.5,5.6,129.0,55.0,1658.0,4688.0,505.0,47465,5.0,205.0,1791.0,1902.0
COMMON.COLOR_WHITE,1,51228409,54041,VOLVO,48,Guipúzcoa,20,VOLVO V90 2.0 D4 Momentum Auto 5p.,COMMON.TRANSMISSION_AUTOMATIC,1,2018,VOLVO,48,V90,182.0,33400,profesional,BODY_TYPE_FAMILIAR,1969.0,5.0,190.0,8.5,4.9,4.5,5.7,129.0,55.0,1443.0,4963.0,560.0,52899,5.0,225.0,1868.0,1879.0
COMMON.COLOR_WHITE,2,50248355,28769,VOLVO,48,Barcelona,8,VOLVO XC40 1.5 T3 Momentum 5p.,COMMON.TRANSMISSION_MANUAL,2,2019,VOLVO,48,XC40,1233.0,31990,profesional,BODY_TYPE_4X4,1477.0,5.0,163.0,9.4,6.2,5.4,7.6,142.0,54.0,1652.0,4425.0,432.0,34913,5.0,200.0,1645.0,1863.0
COMMON.COLOR_BLACK,1,51269888,78214,VOLVO,48,Barcelona,8,VOLVO V40 2.0 D2 Momentum 5p.,COMMON.TRANSMISSION_MANUAL,2,2017,VOLVO,48,V40,285.0,16920,profesional,BODY_TYPE_SEDAN,1969.0,5.0,120.0,10.5,3.4,3.2,3.7,89.0,40.0,1439.0,4369.0,335.0,27568,5.0,190.0,1561.0,1802.0
COMMON.COLOR_WHITE,1,51365337,96635,VOLVO,48,A Coruña,15,VOLVO XC60 2.0 D3 RDesign Momentum 5p.,COMMON.TRANSMISSION_MANUAL,2,2016,VOLVO,48,XC60,900.0,26500,profesional,BODY_TYPE_4X4,1969.0,5.0,150.0,10.0,4.5,4.2,4.9,117.0,70.0,1713.0,4644.0,495.0,42408,5.0,190.0,1809.0,1891.0
COMMON.COLOR_WHITE,1,51262247,58065,VOLVO,48,Madrid,28,VOLVO V40 2.0 D2 Kinetic 5p.,COMMON.TRANSMISSION_MANUAL,2,2017,VOLVO,48,V40,285.0,17500,profesional,BODY_TYPE_SEDAN,1969.0,5.0,120.0,10.5,3.4,3.2,3.7,89.0,40.0,1439.0,4369.0,335.0,25850,5.0,190.0,1561.0,1802.0
COMMON.COLOR_RED,1,51319065,90000,VOLVO,48,Madrid,28,VOLVO V40 2.0 D3 Momentum Auto 5p.,COMMON.TRANSMISSION_AUTOMATIC,1,2017,VOLVO,48,V40,285.0,18900,profesional,BODY_TYPE_SEDAN,1969.0,5.0,150.0,8.4,4.0,3.7,4.6,104.0,62.0,1439.0,4369.0,335.0,30946,5.0,210.0,1577.0,1802.0
COMMON.COLOR_WHITE,1,51221215,44000,VOLVO,48,Málaga,29,VOLVO XC60 2.0 D3 Momentum 5p.,COMMON.TRANSMISSION_MANUAL,2,2018,VOLVO,48,XC60,900.0,36900,profesional,BODY_TYPE_4X4,1969.0,5.0,150.0,10.2,5.0,4.4,5.9,131.0,55.0,1658.0,4688.0,505.0,42700,5.0,190.0,1764.0,1902.0
COMMON.COLOR_BLACK,1,51028430,10986,VOLVO,48,Madrid,28,VOLVO V60 2.0 D3 5p.,COMMON.TRANSMISSION_MANUAL,2,2020,VOLVO,48,V60,977.0,32900,profesional,BODY_TYPE_FAMILIAR,1969.0,5.0,150.0,9.9,4.4,3.9,5.3,117.0,60.0,1432.0,4761.0,529.0,38300,5.0,205.0,1690.0,1850.0
COMMON.COLOR_WHITE,1,50949373,72553,VOLVO,48,Málaga,29,VOLVO XC40 2.0 D3 AWD Momentum 5p.,COMMON.TRANSMISSION_AUTOMATIC,1,2018,VOLVO,48,XC40,1233.0,32399,profesional,BODY_TYPE_4X4,1969.0,5.0,150.0,10.2,5.3,4.8,6.2,139.0,54.0,1652.0,4425.0,432.0,37931,5.0,200.0,1695.0,1863.0
COMMON.COLOR_WHITE,1,51317863,115046,VOLVO,48,Madrid,28,VOLVO XC60 2.0 D4 AWD Momentum Auto 5p.,COMMON.TRANSMISSION_AUTOMATIC,1,2018,VOLVO,48,XC60,900.0,36500,profesional,BODY_TYPE_4X4,1969.0,5.0,190.0,8.4,5.5,5.0,6.3,144.0,60.0,1658.0,4688.0,505.0,51190,5.0,205.0,1870.0,1902.0
COMMON.COLOR_BLUE,1,50314654,247000,VOLVO,48,Barcelona,8,VOLVO XC60 2.0 D3 Momentum Auto,COMMON.TRANSMISSION_AUTOMATIC,1,2017,VOLVO,48,XC60,900.0,16850,profesional,BODY_TYPE_4X4,1969.0,5.0,150.0,10.0,4.7,4.3,5.5,124.0,70.0,1713.0,4644.0,495.0,41189,5.0,190.0,1832.0,1891.0
COMMON.COLOR_GRAY,1,51089019,19362,VOLVO,48,Madrid,28,VOLVO XC60 2.0 D4 Business Plus Auto 5p.,COMMON.TRANSMISSION_AUTOMATIC,1,2020,VOLVO,48,XC60,900.0,44900,profesional,BODY_TYPE_4X4,1969.0,5.0,190.0,8.4,4.9,4.5,5.6,129.0,71.0,1658.0,4688.0,505.0,50651,5.0,205.0,1791.0,1902.0
COMMON.COLOR_RED,1,51100004,113142,VOLVO,48,Madrid,28,VOLVO XC60 2.0 D4 Momentum Auto 5p.,COMMON.TRANSMISSION_AUTOMATIC,1,2018,VOLVO,48,XC60,900.0,34900,profesional,BODY_TYPE_4X4,1969.0,5.0,190.0,8.4,4.9,4.5,5.6,129.0,55.0,1658.0,4688.0,505.0,47465,5.0,205.0,1791.0,1902.0
COMMON.COLOR_BLACK,1,51100012,73738,VOLVO,48,Madrid,28,VOLVO XC60 2.0 D4 RDesign Auto 5p.,COMMON.TRANSMISSION_AUTOMATIC,1,2018,VOLVO,48,XC60,900.0,41500,profesional,BODY_TYPE_4X4,1969.0,5.0,190.0,8.4,5.0,4.6,5.7,132.0,55.0,1658.0,4688.0,505.0,50734,5.0,205.0,1791.0,1902.0
COMMON.COLOR_BROWN,1,50943625,61000,VOLVO,48,Málaga,29,VOLVO V60 Cross Country 2.0 D3 Kinetic 5p.,COMMON.TRANSMISSION_MANUAL,2,2016,VOLVO,48,V60 Cross Country,1156.0,19990,profesional,BODY_TYPE_FAMILIAR,1969.0,5.0,150.0,9.1,4.2,4.0,4.6,111.0,68.0,1545.0,4638.0,430.0,35950,5.0,205.0,1712.0,1865.0
COMMON.COLOR_BLUE,1,51319059,77000,VOLVO,48,Madrid,28,VOLVO XC60 2.0 D4 RDesign Auto 5p.,COMMON.TRANSMISSION_AUTOMATIC,1,2018,VOLVO,48,XC60,900.0,41500,profesional,BODY_TYPE_4X4,1969.0,5.0,190.0,8.4,5.0,4.6,5.7,132.0,55.0,1658.0,4688.0,505.0,50734,5.0,205.0,1791.0,1902.0
COMMON.COLOR_WHITE,1,51123227,145000,VOLVO,48,Madrid,28,VOLVO XC60 2.0 D3 RDesign Momentum 5p.,COMMON.TRANSMISSION_MANUAL,2,2017,VOLVO,48,XC60,900.0,20990,profesional,BODY_TYPE_4X4,1969.0,5.0,150.0,10.0,4.5,4.2,4.9,117.0,70.0,1713.0,4644.0,495.0,42408,5.0,190.0,1809.0,1891.0
COMMON.COLOR_GRAY,1,51099978,69420,VOLVO,48,Madrid,28,VOLVO XC90 2.0 D5 AWD Momentum Auto 5p.,COMMON.TRANSMISSION_AUTOMATIC,1,2017,VOLVO,48,XC90,486.0,44500,profesional,BODY_TYPE_4X4,1969.0,5.0,235.0,7.8,5.7,5.4,6.3,149.0,71.0,1776.0,4950.0,314.0,66985,7.0,220.0,2029.0,2008.0
COMMON.COLOR_WHITE,1,51319076,91650,VOLVO,48,Madrid,28,VOLVO V40 2.0 D2 Momentum 5p.,COMMON.TRANSMISSION_MANUAL,2,2016,VOLVO,48,V40,285.0,17300,profesional,BODY_TYPE_SEDAN,1969.0,5.0,120.0,10.5,3.2,2.9,3.7,82.0,62.0,1439.0,4369.0,335.0,27150,5.0,190.0,1561.0,1802.0
COMMON.COLOR_WHITE,1,51249806,84000,VOLVO,48,León,24,VOLVO V40 Cross Country 2.0 D2 Cross Country Auto 5p.,COMMON.TRANSMISSION_AUTOMATIC,1,2017,VOLVO,48,V40 Cross Country,1050.0,20900,profesional,BODY_TYPE_SEDAN,1969.0,5.0,120.0,10.6,3.9,3.6,4.5,104.0,62.0,1470.0,4370.0,324.0,29146,5.0,190.0,1592.0,1802.0
COMMON.COLOR_BLACK,1,51232697,129900,VOLVO,48,León,24,VOLVO V40 2.0 D3 Momentum 5p.,COMMON.TRANSMISSION_MANUAL,2,2017,VOLVO,48,V40,285.0,17300,profesional,BODY_TYPE_SEDAN,1969.0,5.0,150.0,8.4,3.8,3.6,4.3,101.0,62.0,1439.0,4369.0,335.0,28950,5.0,210.0,1561.0,1802.0
COMMON.COLOR_GRAY,1,51246357,101000,VOLVO,48,León,24,VOLVO V40 2.0 D2 Momentum 5p.,COMMON.TRANSMISSION_MANUAL,2,2018,VOLVO,48,V40,285.0,17900,profesional,BODY_TYPE_SEDAN,1969.0,5.0,120.0,10.5,3.4,3.2,3.7,89.0,40.0,1439.0,4369.0,335.0,27568,5.0,190.0,1561.0,1802.0
COMMON.COLOR_RED,1,51173445,117000,VOLVO,48,León,24,VOLVO V40 2.0 D2 RDesign Momentum 5p.,COMMON.TRANSMISSION_MANUAL,2,2017,VOLVO,48,V40,285.0,18800,profesional,BODY_TYPE_SEDAN,1969.0,5.0,120.0,10.5,3.6,3.3,4.0,94.0,40.0,1439.0,4369.0,335.0,29504,5.0,190.0,1561.0,1802.0
COMMON.COLOR_BLUE,1,51177280,105000,VOLVO,48,León,24,VOLVO S60 2.0 D2 Momentum 4p.,COMMON.TRANSMISSION_MANUAL,2,2017,VOLVO,48,S60,436.0,18900,profesional,BODY_TYPE_SEDAN,1969.0,4.0,120.0,11.2,3.7,3.4,4.2,99.0,68.0,1484.0,4635.0,380.0,33462,5.0,195.0,1643.0,1865.0
COMMON.COLOR_GRAY,1,51121800,102000,VOLVO,48,León,24,VOLVO S60 2.0 D2 Momentum Auto 4p.,COMMON.TRANSMISSION_AUTOMATIC,1,2017,VOLVO,48,S60,436.0,18600,profesional,BODY_TYPE_SEDAN,1969.0,4.0,120.0,11.4,4.1,3.8,4.7,109.0,68.0,1484.0,4635.0,380.0,35769,5.0,190.0,1679.0,1865.0
COMMON.COLOR_WHITE,1,51096679,25800,VOLVO,48,Pontevedra,36,VOLVO XC60 2.0 D4 Business Plus Auto 5p.,COMMON.TRANSMISSION_AUTOMATIC,1,2019,VOLVO,48,XC60,900.0,37900,profesional,BODY_TYPE_4X4,1969.0,5.0,190.0,8.4,4.9,4.5,5.6,129.0,71.0,1658.0,4688.0,505.0,50651,5.0,205.0,1791.0,1902.0
COMMON.COLOR_BLUE,2,51104255,39990,VOLVO,48,Sta. C. Tenerife,38,VOLVO V40 2.0 T3 Kinetic 5p.,COMMON.TRANSMISSION_MANUAL,2,2017,VOLVO,48,V40,285.0,15995,profesional,BODY_TYPE_SEDAN,1969.0,5.0,152.0,8.9,5.6,4.6,7.3,127.0,62.0,1439.0,4369.0,335.0,26950,5.0,210.0,1546.0,1802.0
COMMON.COLOR_WHITE,1,50763959,120000,VOLVO,48,León,24,VOLVO XC40 2.0 D4 AWD Momentum Auto 5p.,COMMON.TRANSMISSION_AUTOMATIC,1,2019,VOLVO,48,XC40,1233.0,32300,profesional,BODY_TYPE_4X4,1969.0,5.0,190.0,7.9,5.0,4.6,5.7,131.0,54.0,1652.0,4425.0,432.0,41466,5.0,210.0,1823.0,1863.0
COMMON.COLOR_GRAY,2,50561400,45400,VOLVO,48,León,24,VOLVO S60 2.0 T4 Business Plus Auto 4p.,COMMON.TRANSMISSION_AUTOMATIC,1,2020,VOLVO,48,S60,436.0,32200,profesional,BODY_TYPE_SEDAN,1969.0,4.0,190.0,7.7,6.6,5.4,8.6,152.0,60.0,1437.0,4761.0,442.0,41950,5.0,220.0,1824.0,1850.0
COMMON.COLOR_BLUE,1,50166898,105000,VOLVO,48,León,24,VOLVO V40 Cross Country 2.0 D2 Kinetic 5p.,COMMON.TRANSMISSION_MANUAL,2,2016,VOLVO,48,V40 Cross Country,1050.0,16200,profesional,BODY_TYPE_SEDAN,1969.0,5.0,120.0,10.6,3.8,3.6,4.2,99.0,62.0,1470.0,4370.0,324.0,26950,5.0,190.0,1575.0,1802.0
COMMON.COLOR_GRAY,1,50301544,99000,VOLVO,48,Valencia,46,VOLVO XC60 2.0 D3 Kinetic 5p.,COMMON.TRANSMISSION_MANUAL,2,2017,VOLVO,48,XC60,900.0,24480,profesional,BODY_TYPE_4X4,1969.0,5.0,150.0,10.0,4.5,4.2,4.9,117.0,70.0,1713.0,4644.0,495.0,36600,5.0,190.0,1809.0,1891.0
COMMON.COLOR_BLUE,1,49803334,95000,VOLVO,48,León,24,VOLVO V60 2.0 D2 Momentum 5p.,COMMON.TRANSMISSION_MANUAL,2,2016,VOLVO,48,V60,977.0,19900,profesional,BODY_TYPE_FAMILIAR,1969.0,5.0,120.0,11.5,3.7,3.5,4.2,98.0,68.0,1484.0,4635.0,430.0,35112,5.0,195.0,1679.0,1865.0
COMMON.COLOR_GRAY,2,51364862,20037,VOLVO,48,Sevilla,41,VOLVO XC40 2.0 T4 AWD Momentum Auto,COMMON.TRANSMISSION_AUTOMATIC,1,2018,VOLVO,48,XC40,1233.0,34455,profesional,BODY_TYPE_4X4,1969.0,5.0,190.0,8.5,6.9,5.8,8.8,161.0,54.0,1652.0,4425.0,432.0,43466,5.0,210.0,1781.0,1863.0
COMMON.COLOR_GRAY,2,51364858,21700,VOLVO,48,Madrid,28,VOLVO XC40 1.5 T3 5p.,COMMON.TRANSMISSION_MANUAL,2,2018,VOLVO,48,XC40,1233.0,29900,profesional,BODY_TYPE_4X4,1477.0,5.0,156.0,9.4,6.3,5.5,7.6,146.0,54.0,1652.0,4425.0,432.0,31650,5.0,200.0,1645.0,1863.0
COMMON.COLOR_WHITE,1,51364748,180000,VOLVO,48,Madrid,28,VOLVO V60 2.4 D5 Momentum AWD Auto 5p.,COMMON.TRANSMISSION_AUTOMATIC,1,2010,VOLVO,48,V60,977.0,10900,profesional,BODY_TYPE_FAMILIAR,2400.0,5.0,205.0,8.2,6.9,5.4,9.5,183.0,68.0,1484.0,4628.0,430.0,45062,5.0,225.0,1821.0,1865.0
COMMON.COLOR_RED,1,51364726,66581,VOLVO,48,Madrid,28,VOLVO XC40 2.0 D3 Momentum Auto 5p.,COMMON.TRANSMISSION_AUTOMATIC,1,2019,VOLVO,48,XC40,1233.0,32900,profesional,BODY_TYPE_4X4,1969.0,5.0,150.0,10.2,5.0,4.7,5.4,131.0,54.0,1652.0,4425.0,432.0,37680,5.0,200.0,1674.0,1863.0
COMMON.COLOR_BLACK,1,51177099,64000,VOLVO,48,León,24,VOLVO S60 2.0 D2 Momentum 4p.,COMMON.TRANSMISSION_MANUAL,2,2017,VOLVO,48,S60,436.0,19900,profesional,BODY_TYPE_SEDAN,1969.0,4.0,120.0,11.2,3.7,3.4,4.2,99.0,68.0,1484.0,4635.0,380.0,33462,5.0,195.0,1643.0,1865.0
COMMON.COLOR_GRAY,1,51364688,92051,VOLVO,48,Alicante,3,VOLVO V40 2.0 D2 Momentum 5p.,COMMON.TRANSMISSION_AUTOMATIC,1,2018,VOLVO,48,V40,285.0,16920,profesional,BODY_TYPE_SEDAN,1969.0,5.0,120.0,10.5,3.4,3.2,3.7,89.0,40.0,1439.0,4369.0,335.0,27568,5.0,190.0,1561.0,1802.0
COMMON.COLOR_GREEN,1,50902430,143000,VOLVO,48,Málaga,29,VOLVO XC60 2.0 D4 Kinetic Auto 5p.,COMMON.TRANSMISSION_AUTOMATIC,1,2015,VOLVO,48,XC60,900.0,20900,profesional,BODY_TYPE_4X4,1969.0,5.0,190.0,8.1,4.7,4.3,5.5,124.0,70.0,1713.0,4644.0,495.0,43015,5.0,210.0,1865.0,1891.0
COMMON.COLOR_BLACK,1,51142199,80195,VOLVO,48,Madrid,28,VOLVO V40 2.0 D3 Kinetic 5p.,COMMON.TRANSMISSION_MANUAL,2,2018,VOLVO,48,V40,285.0,16790,profesional,BODY_TYPE_SEDAN,1969.0,5.0,150.0,8.4,3.8,3.5,4.4,99.0,62.0,1439.0,4369.0,335.0,27450,5.0,210.0,1561.0,1802.0
